ABR	3.3934987231	3.766095092	3.489452429	3.433277275	1	1	2	0.9724	0.907	0.996
ABRACL	4.771043815428571	5.472434526	5.535359878	5.242059136	1	1	1	0.216	0.999	0.999
ACAA1	5.218288825	4.573039479	5.196721976	4.163179587275799	1	1	0	0.996	0.7426666666666666	0.917
ACAA2	5.368393651	6.201115481	5.126187696	4.7656806	2	2	2	0.979	0.029	0.931
ACACA	3.735452877	3.622766361	4.156411281	4.13558247	0	1	2	0.98	0.7231428571428571	0.916
ACAD8	4.714347409	7.400873447	5.202478047	4.735276971	1	2	2	0.943	0.606	0.738
ACAD9	4.463813973	4.764538658	5.052755645	4.945641558	2	1	2	0.997	0.169	0.039
ACADM	5.428858668	4.831620265	5.278124863	4.69248485	2	1	2	1	0.871	0.924
ACADS	5.118299155	5.465977806	5.251613524	5.536262827	1	1	1	0.997	0.112	0.949
ACADSB	5.818538712	4.886695847	10.82751065	4.342505877	1	1	2	0.998	0.622	0.855
ACADVL	4.092976961	4.61458572	4.325985244	4.151386303	2	2	2	0.997	0.996	0.985
ACAP2	4.0995585778	4.843486053	4.611539856	3.764126063	2	2	0	0.9465	0.995	0.988
ACAT1	5.767580096	5.826949509	5.685598137	4.572171675	2	2	2	0.997	0.919	0.119
ACAT2	5.761189376	4.578117541	5.660213656	4.587026582	2	2	2	0.536	0.078	0.489
ACBD3	4.037139088	4.211786799	3.909559975	4.161333204	1	1	2	0.996	0.932	0.997
ACBD5	3.911142618	4.496863134428572	3.585184218	4.043086355	0	0	2	0.996	0.8974	0.845
ACIN1	3.44345834	4.841348416	4.286712705	4.089650228	2	2	2	0.999	0.993	0.995
ACLY	4.455776507	4.91629531	4.899547297	4.084513058	2	2	2	0.968	0.999	0.987
ACO1	6.649695437	5.312560451	4.821023226	4.316687793	2	1	2	0.844	0.626	0.991
ACO2	4.201403635	5.614772739	4.763250278	4.618944878	2	2	2	0.996	0.811	0.984
ACOT1	7.920005434	5.83874451	5.113870341666667	5.432507292	0	2	0	0.217	0.991	0.92375
ACOT7	4.387175855	3.203843402	5.485153716	3.958582111	0	1	2	0.685	0.309	0.9645000000000001
ACOT9	4.301914133	5.149196516	4.362219257	4.548367003	2	1	1	1	0.997	0.982
ACOX1	3.98104521	3.808372139	3.816260723	3.726801247	0	0	2	0.996	0.896	0.952
ACOX3	4.011071643	4.386429428	4.922721692	4.302591034	1	0	0	0.994	0.8049999999999999	0.99
ACP1	5.35394127	5.024544774	4.6604061980000004	4.660765712	1	1	2	0.78	1	0.989
ACP2	4.801805477	3.8641086810000003	3.9633243	4.530468191	0	1	1	0.971	0.91	0.993
ACSF2	4.233628129	5.428138761	5.329113267	4.985898514	1	1	2	0.999	0.7131999999999998	0.935
ACSF3	5.316191665	4.882392748	4.694690912	4.315125324	2	2	2	1	0.99	0.981
ACSL1	4.414167053	3.867883012	4.27459453	3.750115654	1	2	2	1	0.481	0.966
ACSL3	3.969687958	4.481306199	4.215662085	3.395682201	1	1	2	0.997	0.364	0.987
ACSL4	2.659909826	3.433309556	3.601849895	3.091315143	2	1	2	0.949	0.811	0.987
ACSL5	4.306009148	4.402209092	4.759426575	4.163179587275799	1	1	0	0.965	0.938	0.913
ACSS1	4.7479405322499995	5.391620989	5.150443612	5.201437455	2	2	2	0.7322222222222222	0.96	0.866
ACSS2	4.081512583	3.9410629465	4.694892053	9.469596041	0	0	0	0.117	0.8612500000000001	0.97
ACTB	4.046081759	5.487606262	4.3939946754	4.163179587275799	1	1	0	0.988	0.928	0.976
ACTG1	4.313841473	5.354187173	4.002905214	4.31282392	0	0	2	0.944	0.933	0.954
ACTL6A	5.193612192	5.16149485	4.899808011	5.071448133	1	1	2	0.916	0.792	0.756
ACTN1	4.462269322	6.063457248	6.490268196	4.079687673	2	2	2	0.985	0.996	0.986
ACTN4	4.412858898	5.011967739	4.826311735	4.136685403	2	2	2	0.996	0.999	0.992
ACTR10	4.789755844	4.929844529	4.624757104	4.085623309	0	1	2	0.525	0.928	0.971
ACTR1A	4.653341111	5.104538424	4.768223972	4.310799125	1	1	2	0.85	0.913	0.984
ACTR1B	5.07255163	5.122796632	7.983474169	4.349619655	0	1	2	0.849	0.916	0.94925
ACTR2	4.632405904	5.121866543	4.586303321	4.300586075	2	2	2	0.98	0.999	0.985
ACTR3	4.470472399	5.403658882	4.760069157	4.448422804	2	2	2	0.989	0.996	0.986
ACYP2	5.945025243	6.6791154	4.555465103	5.199833155	1	0	0	0.656	0.7731	0.882
ADA	10.47990236	5.125118075	4.458038151	4.847983022	1	2	1	0.7130000000000001	0.462	0.988
ADAM10	3.14909693	3.892228378	3.697318743	3.448462574	1	2	2	0.941	0.996	0.961
ADAR	3.538172837	4.157569721	4.073563456	2.730333409	2	2	2	0.998	0.999	0.97
ADCK3	3.462417904	4.023850565	3.560790368	4.163179587275799	1	1	0	0.997	0.972	0.995
ADD1	3.470878905	4.556200506	4.094711162	4.117344686	2	2	2	0.921	0.998	0.974
ADD3	4.223265342	4.712750237	4.025405261	3.81072091	2	2	2	0.9257	0.995	0.952
ADH5	5.734887007	5.586559282	5.468528386	4.765348378	2	2	2	0.462	0.853	0.165
ADI1	6.18399424	3.621832048222222	2.975733627	3.811716364	0	0	1	0.922	0.820375	0.994
ADK	7.035234268	6.3665512	4.148327569	4.332232216	2	1	1	0.923	0.041	0.992
ADNP	2.962382294	3.807328934	3.674324036	3.140871039	2	2	2	0.969	0.062	0.992
ADO	4.187423704666667	4.726927536	4.121684075	4.065619246	1	2	2	0.7563999999999999	0.636	0.988
ADPGK	4.830511321	5.429266678	4.72862599	4.645342369	1	2	2	0.947	0.606	0.981
ADPRHL2	4.830822588	5.782149934	4.636882009	4.286932681	2	1	2	0.213	0.915	0.984
ADRBK1	3.7534279587777775	3.958486656	4.296550442	3.527859401	2	2	2	0.9308888888888889	0.997	0.976
ADRM1	4.281363403	4.064847091	4.000217016	4.163179587275799	2	1	0	0.988	0.995	0.994
ADSL	5.031091303	4.807351558	5.131105088	4.679869412	2	1	2	0.995	0.295	0.971
ADSS	10.47990236	4.039307426	3.844150934	4.006860346	1	2	2	0.5511999999999999	0.999	0.99
AFG3L2	4.995244122	5.257240131	4.986595302	4.376247467	2	2	2	0.999	0.97	0.979
AFTPH	3.88181119	3.410586499	3.429720049	3.482285696	2	1	2	0.8827000000000002	0.9708333333333333	0.5
AGA	3.708289848	9.830679305	5.237021582	4.894595738	0	2	0	0.847	0.5928333333333333	0.933
AGAP2	3.8650921028	4.264270161	3.485752968	3.608292849	1	2	2	0.9064	0.993	0.916
AGFG1	3.833066374	4.158492382	4.35947423	3.997962141	1	1	2	0.94	0.958	0.969
AGK	4.930372007	5.465258753	5.739455235	4.512660082	1	1	2	1	0.309	0.839
AGL	5.7674894	5.002777838	4.939074843	4.24241968	2	2	1	0.986	0.826	0.792
AGO1	10.47990236	3.536514679	4.770820208	4.806362564	1	1	2	0.45799999999999996	0.7477142857142859	0.995
AGO2	5.392686194	4.64138639	4.626589153	4.393003666	1	1	1	0.9070999999999998	0.909	0.936
AGPAT3	4.684960554	5.097626115	4.435069647	4.137707326	0	0	2	0.989	0.9004444444444446	0.9835555555555556
AGPAT5	6.469216208	5.566243061	4.729120829	3.936247216	1	1	0	0.922	0.939	0.944
AGPAT9	4.664730712	4.7244315011	4.110578739	4.163179587275799	0	0	0	0.956	0.606	0.989
AGPS	4.253425923	5.069419793	4.428600058	3.928801457	1	1	2	0.992	0.024	0.965
AGTRAP	3.848166918	5.706741426	5.134261963	4.163179587275799	0	1	0	0.78	0.089	1
AHCTF1	3.075836518	4.460225336	4.11359148	3.689754072	2	2	2	0.996	0.989	0.992
AHCY	6.513697361	5.223049491	4.792877215	4.943490713	2	2	2	0.193	0.312	0.941
AHCYL1	3.656330436	4.110742708	4.535686591720503	3.711692252	1	1	2	0.975	0.996	0.988
AHNAK	3.476150235	4.437946087	3.563061097	3.838957567	2	2	2	0.999	0.99	0.996
AHSA1	5.075155065	3.864344223	3.861403168	4.030445836	2	1	2	0.615	0.957	0.994
AHSG	3.185319041	4.827665527	8.383655856	4.163179587275799	2	1	0	0.906	0.349	0.006
AIDA	3.573047639	4.83438328	2.420545891	4.411549028	2	1	2	0.625	0.7424999999999999	0.99
AIFM1	5.192651249	5.569370695	5.079228086	4.924554393	2	2	2	0.996	0.079	0.953
AIM1	3.234552304	4.211905351	4.398576428	4.163179587275799	2	1	0	0.984	0.733	0.994
AIMP1	4.987107336	4.578908343	4.631627095	4.18185165	1	1	2	0.985	0.885	0.995
AIMP2	5.141336017	4.341985585	4.535686591720503	4.218183299	1	1	2	0.984	0.904	0.913
AIP	10.47990236	4.096957811	4.140671377	3.733661597	2	2	2	0.077	0.997	0.991
AK1	2.590467145	4.869337746199999	6.170833834	4.245548046	0	0	2	0.744	0.8527000000000001	0.967
AK2	5.269789283	5.595703452	5.83437497	5.051226862	2	2	2	0.999	0.997	0.977
AK3	5.297507038	6.132486565	5.314417068	4.664438594	1	2	2	0.988	0.07	0.683
AKAP13	3.522352503	3.99016853	3.92943061	4.163179587275799	2	2	0	0.993	0.997	0.988
AKAP17A	3.554090128	4.09715727	4.132507023	4.163179587275799	1	1	0	0.996	0.977	0.992
AKAP8	3.394642613	4.787500076	4.327860797	3.913881278	2	1	2	0.971	0.994	0.938
AKAP8L	3.321360208	4.617651963	4.535686591720503	3.510350696	1	0	1	0.953	0.6782222222222222	0.988
AKAP9	3.415166031	3.592891545	3.946984662	3.202136501	2	1	2	0.999	0.886	0.983
AKR1A1	6.675883749	5.065079286	4.102676422	4.211979439	2	2	2	0.822	0.972	0.989
AKR1C3	5.455564675	5.70539118	5.1618429235	4.163179587275799	0	2	0	0.917	0.982	0.949
AKR7A2	5.743653617	5.666924834	5.757575974	4.870829017	2	1	1	0.855	0.95	0.976
AKT1	5.650571553	4.435756957	4.202570967	3.868133812	0	1	2	0.78	0.912	0.854
AKT2	4.54359261	3.830465818	4.156176298	4.113362568	2	1	1	0.818	0.974	0.999
ALAD	6.01116913	5.408556463	6.09483308	4.575772271	1	1	1	0.229	0.95	0.95
ALB	2.748872196	3.832330237	4.535686591720503	3.740166498	1	1	1	0.881	0.081	0.811
ALCAM	3.658652178	3.55936854	2.944596861	3.907291831	0	0	2	0.998	0.9502	0.949
ALDH16A1	7.787319369	5.19009721	4.960912695	5.497737735	2	2	1	0.143	0.996	0.983
ALDH18A1	3.760967531	4.027884196	4.257992854	4.08456355	2	1	2	0.994	0.923	0.965
ALDH1B1	4.976050751	4.107672022	5.29171059	4.497128301	1	2	2	0.998	0.7842	0.964
ALDH2	5.711770485	4.034948352	4.025405261	4.541676452	2	0	2	0.995	0.901625	0.972
ALDH3A2	4.823879922	4.35504077	4.008623262	4.045749379	1	1	2	0.995	0.666	0.991
ALDH4A1	5.259623315	9.830679305	5.651706418	4.625394293	1	1	2	0.995	0.297	0.489
ALDH5A1	5.494977302	6.117526551	4.342844345	4.601423175	2	2	2	0.992	0.232	0.977
ALDH6A1	5.704445588	5.322077838	5.005656253	4.904133387	1	1	2	0.999	0.936	0.963
ALDH7A1	5.889357068	4.8880794082	5.627315312	5.244410132	1	0	1	0.996	0.969	0.894
ALDH9A1	5.343768629	6.388828597	5.31932515	4.830742785	2	2	2	0.996	0.992	0.976
ALDOA	3.996750109	4.657117267	4.861787197	4.10375019	2	2	2	0.99	0.998	0.972
ALDOC	7.719783559	5.459338675	5.563838182	5.472909125	1	2	2	0.115	0.999	0.714
ALG11	4.453649378	9.830679305	4.432945484	3.851147102	1	0	0	0.976	0.6991666666666667	0.932111111111111
ALG13	5.67620228	3.973757599	4.535686591720503	4.540716995	0	0	0	0.886	0.8128749999999999	0.993
ALG2	5.789103535	4.264340469	4.123628246	3.819819993	1	1	2	0.978	0.843625	0.959
ALG5	5.031522301	5.036640866	4.092843436	4.293400318	1	1	1	0.987	0.859	0.968
ALG6	5.125843165	4.9940510586	5.000147152	4.163179587275799	1	1	0	0.918	0.9	0.983
ALYREF	4.847041277	5.152059622	4.789356669	4.697731136	2	2	0	0.934	0.283	0.276
AMPD2	4.192846612	4.792330019	5.368211831	4.130885406	2	2	2	0.7899999999999998	0.284	0.926
AMPD3	3.8990648336250002	5.19792228	3.975973854	5.8433588930000004	2	1	0	0.8905000000000001	0.233	0.988
ANAPC1	4.325178467	3.993971588	4.687478019	4.046466482	1	1	2	0.939	0.146	0.98
ANAPC2	3.39732322	3.273439765	3.495749699	3.534124425	1	1	1	0.876	0.9884000000000001	0.986
ANAPC4	4.030445836	4.157788735	4.098967195	3.719117637	1	1	1	0.991	0.8832500000000001	0.992
ANAPC5	4.705205548	3.887996671	4.555874894	4.018596785	1	0	2	0.994	0.836	0.9790999999999999
ANAPC7	3.723329189	4.266629812	4.535686591720503	3.334950736	0	1	2	0.789	0.773	0.972
ANK1	4.7178755938888886	6.193607113	10.82751065	3.489055622	0	0	0	0.8435555555555557	0.079	0.844
ANKFY1	4.164756426	4.914638212	4.414953545	4.294506037	2	2	2	0.99	0.999	0.983
ANKHD1	3.40724572	3.052443365	3.082597807	3.258173458	1	1	1	0.921	0.995	0.993
ANKLE2	3.914579734	3.162136147	3.64186646	3.165559433	1	0	2	0.935	0.9395714285714286	0.9688000000000001
ANKRD13A	3.619238114111111	4.416705801	4.712480799	3.629925311	2	1	1	0.8988888888888888	0.91	0.191
ANKRD17	3.876872398	3.007117218	4.535686591720503	3.13783929	1	0	2	0.818	0.925	0.9702857142857144
ANKRD28	10.47990236	9.830679305	10.82751065	4.204483642	0	0	2	0.921	0.6558750000000001	0.5744999999999999
ANKRD44	5.800774049	4.755235389	4.65824639	3.993234261	2	2	1	0.077	0.998	0.994
ANO10	4.528202745	4.874854422888889	5.205340961	4.084681357	0	0	1	0.98	0.846888888888889	0.96
ANO6	4.252985147	5.116453705	4.736373872	4.160475565	0	1	0	0.997	0.905	0.919
ANP32A	4.825365395	5.567000089	5.094541299	4.931931135	2	2	2	0.986	0.998	0.985
ANP32B	4.913456035	4.936823688	5.14611562	4.954079052	2	2	2	0.911	0.997	0.991
ANP32E	10.47990236	5.457502495	6.635299365	4.817794605	1	2	1	0.6152500000000001	0.998	0.8647142857142857
ANPEP	3.47140729	3.884055536	3.758685328	6.930771365	0	2	0	1	0.981	0.974
ANXA1	4.620689142	6.128189273	5.63659155	4.268451919	2	2	1	0.981	1	0.992
ANXA11	4.04355991	4.903398946	4.209383094	3.918780125	2	2	0	0.995	1	0.959
ANXA2	3.962697108	5.00478488	4.262045873	4.359141762	2	2	2	0.999	0.993	0.987
ANXA3	6.958355233	6.001167323	4.513072881555555	4.191531767	0	1	2	0.78	0.878	0.971
ANXA4	5.336807043	5.919076633	4.006278083	4.397112272	2	2	1	0.991	0.263	0.989
ANXA5	5.99028385	5.242360583	4.13965248	4.492471702	2	2	2	0.993	1	0.994
ANXA6	5.787302207	5.818598149	5.89303275	4.841601068	2	2	2	0.986	0.999	0.951
ANXA7	5.532377119	4.803324081	4.512649113	4.031102977	2	2	2	0.995	1	0.987
AP1B1	4.206631038	4.614318215	4.326844208	4.289308094	2	2	2	0.996	0.596	0.987
AP1G1	4.376599434	4.60598985	4.575926734	4.226921333	2	2	2	0.98	0.99	0.985
AP1G2	5.087692360300002	4.358015665	4.926478022	4.163179587275799	2	2	0	0.78	0.108	0.985
AP1M1	4.384785326	4.880070924	4.698542125	4.443145252	1	1	2	0.951	0.977	0.983
AP1S1	5.16491168	4.557886081125	4.561385474	4.160865492	1	0	2	0.856	0.8285714285714286	0.127
AP2A1	4.065035895	4.512616204	4.750110004	4.144847544	2	2	2	0.999	0.989	0.986
AP2A2	4.501907468	4.499587423	3.782096536	4.099812917	1	1	2	0.997	0.831	0.99
AP2B1	4.472221481	4.502251132	4.663486263	4.104063843	1	2	2	0.978	0.993	0.997
AP2M1	4.404448378	4.342440855	4.194159731	3.935426983	2	2	2	0.998	0.996	0.99
AP2S1	5.314244848	4.730577417	4.250421956	4.121164991	0	1	2	0.987	0.864	0.992
AP3B1	4.335131549	4.707645544	4.277207639	4.127231155	2	2	2	0.993	0.991	0.986
AP3D1	3.822776405	4.472312852	4.326989499	4.240578271	2	2	2	0.881	0.994	0.986
AP3M1	4.209635607	4.564618988	4.354912342	4.328955445	1	1	2	0.78	0.915	0.972
AP3S1	10.47990236	4.735952804	4.320310793	4.391964589	0	1	1	0.6696000000000001	0.309	0.992
AP4E1	10.47990236	4.601553654	4.587962988	5.453554599	1	1	0	0.6926	0.8168888888888889	0.699
AP5Z1	3.73914472	3.842415659	3.695159692	4.227344564	1	1	0	0.922	0.816375	0.985
APAF1	4.540973299666667	5.337898592	5.204715227	3.79871992	2	2	1	0.8878333333333335	0.903	0.977
APBB1IP	4.170981477	4.476688877	4.36176015	4.163179587275799	2	2	0	0.978	0.996	0.993
APEH	4.925912206	5.013531097	4.998677416	4.525953803	2	2	2	0.926	0.998	0.973
APEX1	4.808461989	5.945355161	5.569282995	4.985631967	2	2	2	0.978	0.112	0.985
API5	3.566429294	4.572492024	4.157053285	4.260818992	2	2	2	0.989	0.993	0.989
APIP	5.320064181	5.120619106	4.688012049	4.854036063	1	1	1	0.78	0.916	0.579
APMAP	4.946622857	5.623418049	4.467653721	4.545048563	2	2	2	0.97	0.993	0.983
APOA1BP	4.964577394	5.44891173	4.697977236	5.129733021	0	1	1	0.99	0.915	0.724
APOE	4.086614764	9.830679305	2.401525041	4.007587698	1	0	2	0.999	0.7178000000000001	0.775
APOL2	3.88150194	4.2655734382	3.748962753	4.163179587275799	1	2	0	1	0.991	0.993
APOO	5.056621531	5.577603038	8.453353946	4.624884574	1	1	2	0.988	0.7824285714285715	0.844
APOOL	5.340845105	5.846459006	5.312767459	5.710499862	1	1	2	0.99	0.7641	0.98
APP	2.43798973	4.536987034000001	5.843567605	2.516163039	0	0	2	0.79	0.7826666666666667	0.714
APPL1	10.47990236	5.163127456	4.818909657	4.11747498	2	2	2	0.5381666666666667	0.825	0.971
APPL2	3.823956527	4.811438194375	4.486442955	4.232351342	0	0	1	0.992	0.7876666666666666	0.844
APRT	6.099610181	5.393732086	4.939769241	4.668830196	2	2	2	0.883	0.94	0.985
AQR	3.777370985	4.214583838	4.098004523	3.934234494	2	2	2	0.997	0.994	0.991
ARAF	3.6568707365714284	4.199845068	4.554666054	3.156617369	1	1	2	0.78	0.99	0.988
ARAP1	3.7725135066000006	4.141307661	4.367331691	7.203573662	2	2	0	0.8325999999999999	0.993	0.985
ARCN1	4.54180431	4.262623537	4.156270298	4.118109916	2	2	2	0.986	1	0.991
ARF4	4.935415935	4.053314213	4.109939001	3.995021341	1	1	2	0.957	0.774	0.991
ARF5	5.091815816	4.3917496221	4.311885783	4.209383094	1	0	2	0.961	0.7855000000000001	0.981
ARF6	5.832029094	4.480264343	4.503469631	4.149243017	2	1	1	0.981	0.998	0.991
ARFGAP1	3.873947237	4.294219487	4.245146785	3.737907685	0	0	2	0.594	0.8164444444444444	0.998
ARFGAP2	4.529228225	3.555576607	3.67999006	3.948933359	2	2	2	0.116	0.984	0.991
ARFGAP3	3.737169493	3.545182279	3.308497126	3.908035064	1	2	1	0.994	0.986	0.972
ARFGEF1	4.990691057	4.304754045	4.660926506	3.765516369	2	2	2	0.78	0.962	0.985
ARFGEF2	4.409726915	4.196449785	4.046046777	4.19354112	2	1	1	0.98	0.974	0.925
ARFIP1	4.238416046	4.48810814	4.236292519	4.531685097	1	2	0	0.995	0.918	0.984
ARGLU1	4.85055261	4.945968765	4.31256937	4.276110409	2	2	2	0.477	0.37	0.989
ARHGAP1	5.063240394	4.8130538960000004	5.498847143	4.160147908	2	2	2	0.706	0.991	0.969
ARHGAP17	10.47990236	5.046568558	4.511123208	4.163179587275799	2	1	0	0.245	0.99	0.951
ARHGAP18	4.128785745285714	4.374989432	3.787864691	9.469596041	1	1	1	0.87175	0.971	0.985
ARHGAP35	4.344000208	4.1387827534	4.002539898	3.850934526	0	1	2	0.974	0.9186666666666665	0.996
ARHGDIA	4.630282223	5.171137191	4.990446192	4.631812117	2	2	2	0.845	0.996	0.993
ARHGDIB	5.163691248125001	5.761060326	5.524958793	5.424685665	2	2	1	0.7573333333333333	0.999	0.984
ARHGEF1	5.093682714	4.90539329	4.998232024	4.349942396	2	2	0	0.9866666666666666	0.939	0.986
ARHGEF10L	4.714159111	4.528129979099999	3.63539956	4.078553876	0	0	1	0.855	0.791125	0.991
ARHGEF18	3.5496359363333334	4.757736755	4.488905996	3.375879574	2	2	1	0.219	0.974	0.975
ARHGEF2	5.758785048	3.799257362	3.867381225	3.345050221	2	2	2	0.97	0.999	0.992
ARHGEF40	3.938275377	3.8283093051428567	3.297280268	3.605905371	0	0	1	0.923	0.9198749999999999	0.992
ARHGEF7	3.124125488	4.781767055	4.524523963	3.93673513	2	1	2	0.432	0.96	0.995
ARID1A	3.39882791	4.105564714	3.888365357	3.5094537	2	2	2	0.983	0.996	0.991
ARID1B	3.689929164111111	4.185935714	4.003598949	3.55805867	1	1	2	0.9236666666666667	0.95	0.844
ARID2	3.3675111954	3.770252046	3.55936854	3.263925669	1	2	2	1	0.939	0.9091428571428573
ARID4A	3.3258733735714285	3.814542472	3.626259092	2.915606229	1	1	1	0.651	0.997	0.9297000000000001
ARL1	4.396693548	4.139480708700001	4.069607782	3.618591101	2	1	2	0.994	0.969	0.99
ARL2	5.231782187	3.734641228	3.946888093	3.895161648	1	1	1	0.78	0.8741111111111111	0.98
ARL3	10.47990236	4.453779289888889	4.037968195	4.05409532	1	0	2	0.8235000000000001	0.997	0.99
ARL6IP4	3.7381833413	4.466609022	3.309118642	3.817272669	1	1	1	0.8646999999999998	0.309	0.683
ARL6IP5	4.078723181	5.348068973	4.688922926	3.946037884	1	2	2	0.987	1	0.997
ARL8A	4.455846172	5.420490751	4.429887796	3.691775257	0	1	2	0.995	0.999	0.983
ARL8B	4.501086632	4.773003967	4.415340514	3.969650198	1	1	2	1	0.998	0.987
ARMC1	4.013875375	4.462753723	4.279093726	3.571952302	1	1	2	0.922	0.7625	0.993
ARMC10	4.874907205	5.049759849	5.049413602	4.5612287480000004	2	1	2	0.998	0.622	0.082
ARMC6	4.424583124	3.589114366	4.609719821	3.939988306	1	1	2	0.911	0.998	0.945
ARMC8	4.297557478	4.279467746	4.353935755	3.682785926	2	2	2	0.832	0.795	0.985
ARMCX3	3.695035467	3.6714535	3.821572996	3.743746356	1	1	2	0.992	0.974	0.994
ARPC1A	5.69168965	4.641733525	4.535686591720503	4.204020752	0	1	2	0.955	0.869	0.8008571428571428
ARPC1B	3.957741791	5.420393396	4.725775901	2.840422589	2	2	0	0.99	0.996	0.988
ARPC2	4.71024166	5.473035087	4.740539888	4.328757706	2	2	2	0.994	0.995	0.984
ARPC3	5.114118048	4.994993598	4.330641231	4.342804922	2	2	2	0.978	1	0.99
ARPC4	5.491995031	5.458550937	4.805004168	4.379009588	2	2	2	0.997	0.997	0.991
ARPC5	3.906668697	5.309608382	4.497484748	4.187546461	2	1	2	0.999	0.995	0.987
ARPC5L	6.719097692	5.390563767	5.102503192	4.400468042	1	2	1	0.22	0.901	0.976
ARRDC1	3.637138691	3.540640433	3.753496097	4.163179587275799	0	1	0	0.363	0.984	0.98
ARSA	4.122397377	4.488085656	4.312944473	4.521038296	0	1	1	0.988	0.908	0.957
ARSB	5.098493535	5.0291593784	4.559712463	4.823027791	0	1	1	0.993	0.874	0.964
ASAH1	5.030777733	5.267332248	3.482316433	4.811419836	1	2	2	1	0.989	0.997
ASAP1	4.558836392714285	4.89858579	4.883082186	4.0612358	1	2	1	0.719625	0.966	0.969
ASCC1	3.732274136	4.051524044	4.106322539	3.243841571	1	1	0	0.676	0.7638	0.993
ASCC3	3.812931686	4.042033206	4.172385267	3.615179091	2	1	0	0.918	0.28	0.993
ASH2L	3.9063774693999997	4.786716442	4.501508227	3.89314595	1	2	1	0.8422000000000001	0.606	0.97
ASL	5.542811366	4.693025374	5.04922119	5.068658889	1	1	1	0.268	0.468	0.854
ASMTL	10.47990236	3.955542159	4.236176824	4.163179587275799	2	1	0	0.911	0.987	0.955
ASNA1	4.374271642	4.467309435	4.444167753	4.361441201	1	1	2	0.99	0.998	0.975
ASNS	5.563527577	2.793248825	3.249870489	3.306850071	2	0	2	0.77975	0.8827142857142858	0.87
ASPH	4.970174346	9.830679305	4.557491404	4.740566089	1	0	2	0.997	0.878	0.991
ASPSCR1	10.47990236	4.90590421	4.294410529	4.19316373	1	1	2	0.78	0.957	0.757
ASUN	3.734975516	4.279481596	3.525360024	4.170950602	2	0	1	0.961	0.733	0.992
ATAD2B	3.9518253291	3.828619657	4.595644965	3.71630005	0	1	2	0.973	0.9771666666666666	0.861
ATE1	10.47990236	6.164814731	4.715082327	3.777210793	1	1	1	0.077	0.786	0.725
ATG16L1	5.110685736	4.809440758	4.436881703	3.835832867	1	1	2	0.823	0.7671111111111111	0.9832222222222222
ATG2A	10.47990236	4.054164359875	3.940027202	3.895649691	1	1	0	0.845	0.8315714285714285	0.976
ATG2B	10.47990236	2.940536638	3.872054813	3.625540214	0	0	2	0.5604285714285714	0.822375	0.723
ATG3	10.47990236	4.288031839	4.485778357	4.128745989	2	1	2	0.8140000000000001	0.867	0.993
ATG7	3.99127771	4.204946319	4.52912033	4.471524501	1	1	2	0.497	0.606	0.972
